track,outer_fold_id,metric,lambda,alpha_code_parameter,simulated_training,inner_validation_count,mean_inner_smape_percent,std_inner_smape_percent,mean_inner_absolute_log_error,selected_lambda,selection_status,boundary_hit,boundary_side,min_required_inner_validations
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0100000000,0.0100000000,True,6,6.4885946921,2.9526191020,0.0649180260,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0177827941,0.0177827941,True,6,6.5295826511,2.9557552920,0.0653284323,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0316227766,0.0316227766,True,6,6.6022440029,2.9612863405,0.0660559937,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.0562341325,0.0562341325,True,6,6.7307445436,2.9709767145,0.0673427206,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.1000000000,0.1000000000,True,6,6.9570328744,2.9877497219,0.0696087778,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.1778279410,0.1778279410,True,6,7.3525697354,3.0161321895,0.0735701453,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.3162277660,0.3162277660,True,6,8.0350772049,3.0621139667,0.0804069952,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,0.5623413252,0.5623413252,True,6,9.1871692491,3.1303719163,0.0919522490,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,1.0000000000,1.0000000000,True,6,11.0626117151,3.2141015443,0.1107598847,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,1.7782794100,1.7782794100,True,6,13.9456850468,3.2736290065,0.1397115692,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,3.1622776602,3.1622776602,True,6,18.0186883819,3.2255905686,0.1807132686,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,5.6234132519,5.6234132519,True,6,23.1515116134,3.0305974815,0.2326008255,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,10.0000000000,10.0000000000,True,6,28.7796336980,2.9406933791,0.2898608715,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,17.7827941004,17.7827941004,True,6,34.0869279587,3.4277167541,0.3443157182,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,31.6227766017,31.6227766017,True,6,38.4190931151,4.4000227963,0.3891864850,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,56.2341325190,56.2341325190,True,6,41.5497342728,5.3913652902,0.4218996852,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,100.0000000000,100.0000000000,True,6,43.6141682293,6.1577282302,0.4436244758,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,177.8279410039,177.8279410039,True,6,44.8930355944,6.6728877196,0.4571497747,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,316.2277660168,316.2277660168,True,6,45.6544079576,6.9934297258,0.4652281101,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,562.3413251903,562.3413251903,True,6,46.0969145383,7.1843233221,0.4699324968,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourist_visits__test_2023,tourist_visits,1000.0000000000,1000.0000000000,True,6,46.3504883944,7.2952087234,0.4726314464,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0001000000,0.0001000000,True,5,7.5867351466,2.2734794760,0.0759110463,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0001778279,0.0001778279,True,5,7.5872269096,2.2735380503,0.0759159719,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0003162278,0.0003162278,True,5,7.5881013746,2.2736422061,0.0759247308,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0005623413,0.0005623413,True,5,7.5896563324,2.2738274061,0.0759403057,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0010000000,0.0010000000,True,5,7.5924212115,2.2741566862,0.0759679995,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0017782794,0.0017782794,True,5,7.5973370849,2.2747420569,0.0760172383,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0031622777,0.0031622777,True,5,7.6060761812,2.2757824360,0.0761047719,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0056234133,0.0056234133,True,5,7.6216082040,2.2776307024,0.0762603465,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0100000000,0.0100000000,True,5,7.6492015343,2.2809116636,0.0765367340,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0177827941,0.0177827941,True,5,7.6981851722,2.2867277463,0.0770273843,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0316227766,0.0316227766,True,5,7.7850240385,2.2970115467,0.0778972402,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.0562341325,0.0562341325,True,5,7.9386073434,2.3151093939,0.0794357449,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.1000000000,0.1000000000,True,5,8.2090977531,2.3466747788,0.0821455973,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.1778279410,0.1778279410,True,5,8.6819955879,2.4007732942,0.0868839965,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.3162277660,0.3162277660,True,5,9.4982971271,2.4902620084,0.0950657073,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,0.5623413252,0.5623413252,True,5,10.8771705307,2.6277507648,0.1088936487,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,1.0000000000,1.0000000000,True,5,13.1245369208,2.8076053884,0.1314545326,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,1.7782794100,1.7782794100,True,5,16.5870167877,2.9626140646,0.1662809608,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,3.1622776602,3.1622776602,True,5,21.4975737036,2.9169946928,0.2158461886,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,5.6234132519,5.6234132519,True,5,27.7250282489,2.4500715040,0.2790808627,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,10.0000000000,10.0000000000,True,5,34.6150628724,1.6943816338,0.3496911748,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,17.7827941004,17.7827941004,True,5,41.1825779382,1.9640628949,0.4178336505,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
cross_regime_stress_2019_cutoff,cross_regime_stress_2019_cutoff__tourism_comprehensive_income__test_2021,tourism_comprehensive_income,31.6227766017,31.6227766017,True,5,46.6008220187,3.3964090557,0.4748466464,0.0001000000,selected_by_nested_expanding_origin_smape,True,lower,3
